Name,Average.coverage,Reference.length
contig-120_251_10,1.895,554
contig-120_251_11,1.616,729
contig-120_251_12,7.780,1017
contig-120_251_13,11.551,904
contig-120_251_14,3.121,1134
contig-120_251_15,5.761,1244
contig-120_251_16,8.815,1476
contig-120_251_17,5.091,1199
contig-120_251_18,5.153,786
contig-120_251_19,6.403,477
contig-120_251_20,64.663,315
contig-120_251_21,10.318,444
contig-120_251_22,6.978,182
contig-120_252_11,0.325,1764
contig-120_252_15,1.869,321
contig-120_253_1,32.031,2349
contig-120_253_2,2.265,1192
contig-120_253_3,9.593,1445
contig-120_253_4,6.276,1219
contig-120_253_5,1.700,1230
contig-120_253_6,25.535,714
contig-120_253_7,14.032,285
contig-120_253_8,9.485,579
contig-120_253_9,9.092,750
contig-120_253_10,8.680,1257
contig-120_253_11,0.744,1814
contig-120_253_12,0.675,889
contig-120_253_13,0.876,2055
contig-120_253_14,2.320,388
contig-120_254_1,1.033,871
contig-120_254_2,1.442,1664
contig-120_254_3,2.290,518
contig-120_254_4,1.212,495
contig-120_254_5,1.079,834
contig-120_254_6,0.915,656
contig-120_254_7,2.470,545
contig-120_254_8,2.283,1247
contig-120_254_9,3.670,285
contig-120_254_10,2.329,1095
contig-120_254_11,3.798,1303
contig-120_254_12,7.707,951
contig-120_254_13,0.910,321
contig-120_254_14,0.387,1550
contig-120_254_15,0.696,1724
contig-120_254_16,0.437,343
contig-120_254_17,1.667,540
contig-120_254_18,3.148,667
contig-120_255_1,2.132,410
contig-120_255_2,4.485,330
contig-120_255_3,4.716,758
contig-120_255_4,2.667,276
contig-120_255_5,1.868,4734
contig-120_255_6,2.728,2253
contig-120_255_7,5.242,912
contig-120_255_8,1.593,565
contig-120_255_9,1.014,296
contig-120_255_10,6.109,1322
contig-120_255_11,1.977,599
contig-120_255_14,0.367,1633
contig-120_256_3,0.960,625
contig-120_256_6,0.699,858
contig-120_256_8,0.871,861
contig-120_256_9,17.476,435
contig-120_256_10,21.281,1710
contig-120_256_11,22.430,165
contig-120_256_12,23.416,315
contig-120_256_14,3.659,902
contig-120_256_15,0.667,2024
contig-120_256_16,0.840,357
contig-120_256_17,0.763,1573
contig-120_256_18,1.886,387
contig-120_256_19,0.673,446
contig-120_257_1,1.530,1265
contig-120_257_2,8.716,633
contig-120_257_3,13.692,630
contig-120_257_4,0.344,3045
contig-120_257_5,0.693,2597
contig-120_257_8,25.688,330
contig-120_257_9,3.647,980
contig-120_257_10,1.442,717
contig-120_257_11,1.721,1046
contig-120_257_12,1.649,1177
contig-120_257_13,1.654,907
contig-120_258_1,0.574,523
contig-120_258_2,3.206,1965
contig-120_258_3,2.779,1615
contig-120_258_4,8.019,1565
contig-120_258_5,7.880,3318
contig-120_258_6,3.670,1196
contig-120_258_10,0.462,650
contig-120_258_11,9.360,1967
contig-120_258_12,4.222,2366
contig-120_258_13,0.904,166
contig-120_259_1,31.338,1401
contig-120_259_2,15.285,954
contig-120_259_3,21.204,2208
contig-120_259_4,5.670,1164
contig-120_259_5,19.626,1203
contig-120_259_6,22.253,510
contig-120_259_7,11.817,388
contig-120_259_8,8.516,1001
contig-120_259_9,4.807,776
contig-120_259_11,18.251,1200
contig-120_259_12,8.623,608
contig-120_259_13,2.349,504
contig-120_259_14,3.220,872
contig-120_259_16,19.337,252
contig-120_259_17,2.605,517
contig-120_259_18,4.760,1066
contig-120_259_19,13.847,549
contig-120_259_20,4.372,368
contig-120_260_1,11.691,573
contig-120_260_2,29.307,1362
contig-120_260_3,21.951,1230
contig-120_260_4,5.944,429
contig-120_260_5,64.813,486
contig-120_260_6,10.346,1761
contig-120_260_7,3.442,387
contig-120_260_8,13.443,1419
contig-120_260_9,235.925,453
contig-120_260_10,659.450,282
contig-120_260_11,216.124,291
contig-120_260_12,496.817,420
contig-120_260_13,36.918,552
contig-120_260_14,94.801,1947
contig-120_260_15,40.593,1146
contig-120_260_16,3.275,1236
contig-120_260_17,2.889,819
contig-120_260_18,12.902,1413
contig-120_260_19,2.398,543
contig-120_261_3,0.334,2697
contig-120_261_4,1.365,1425
contig-120_261_6,0.560,1071
contig-120_261_7,0.366,1638
contig-120_261_9,1.961,153
contig-120_261_10,0.481,1248
contig-120_262_1,0.474,633
contig-120_262_2,0.695,863
contig-120_262_3,1.299,462
contig-120_262_6,4.157,1587
contig-120_262_7,1.073,262
contig-120_262_8,39.183,465
contig-120_262_9,4.752,914
contig-120_262_10,30.101,1479
contig-120_262_11,1.682,892
contig-120_262_13,0.840,1071
contig-120_262_14,3.423,1002
contig-120_263_2,1.387,212
contig-120_263_3,0.703,427
contig-120_263_6,3.470,993
contig-120_263_7,1.234,3039
contig-120_263_8,5.868,2885
contig-120_263_9,1.194,2502
contig-120_263_10,0.699,429
contig-120_263_11,1.996,1127
contig-120_263_12,1.586,461
contig-120_263_15,0.520,565
contig-120_264_1,5.450,816
contig-120_264_2,6.095,1176
contig-120_264_3,9.106,1002
contig-120_264_4,3.193,1450
contig-120_264_5,2.299,1109
contig-120_264_6,5.049,1146
contig-120_264_7,10.089,1070
contig-120_264_8,15.838,1311
contig-120_264_9,9.672,914
contig-120_264_10,6.655,1172
contig-120_264_11,4.808,1404
contig-120_264_12,12.734,2163
contig-120_264_13,15.870,753
contig-120_264_14,18.479,1134
contig-120_264_15,28.795,434
contig-120_265_1,2.632,171
contig-120_265_2,0.559,792
contig-120_265_3,0.592,1266
contig-120_265_4,0.386,777
contig-120_265_7,0.819,916
contig-120_265_9,0.462,3249
contig-120_265_10,3.221,326
contig-120_265_11,3.345,583
contig-120_265_12,0.519,578
contig-120_265_13,0.658,1825
contig-120_265_15,1.310,458
contig-120_265_17,0.490,612
contig-120_265_18,2.217,203
contig-120_265_19,0.322,932
contig-120_266_3,0.399,752
contig-120_266_4,1.186,242
contig-120_266_13,0.420,714
contig-120_266_14,0.752,399
contig-120_266_15,0.577,227
contig-120_266_16,1.647,533
contig-120_266_17,1.154,520
contig-120_267_1,7.399,669
contig-120_267_2,1.311,915
contig-120_267_3,1.573,286
contig-120_267_6,0.518,579
contig-120_267_7,1.872,561
contig-120_267_8,0.225,1331
contig-120_267_9,1.479,1305
contig-120_267_10,2.039,1398
contig-120_267_11,2.658,2418
contig-120_267_12,2.526,348
contig-120_267_13,3.594,416
contig-120_267_14,5.110,255
contig-120_267_15,2.092,502
contig-120_267_16,1.036,3030
contig-120_268_1,906.886,351
contig-120_268_2,1247.608,459
contig-120_268_3,16.602,354
contig-120_268_4,12.480,1104
contig-120_268_5,36.794,267
contig-120_268_6,34.275,774
contig-120_268_7,43.089,798
contig-120_268_8,41.154,911
contig-120_268_9,26.604,840
contig-120_268_10,714.281,381
contig-120_268_11,1149.993,945
contig-120_268_12,695.305,387
contig-120_268_13,670.667,366
contig-120_268_15,396.384,219
contig-120_268_16,486.492,648
contig-120_268_17,590.643,1293
contig-120_268_18,602.163,441
contig-120_268_19,371.514,183
contig-120_268_20,784.238,501
contig-120_268_21,566.227,357
contig-120_268_22,553.883,537
contig-120_268_23,608.584,399
contig-120_268_24,540.478,540
contig-120_268_25,541.874,309
contig-120_268_26,491.436,369
contig-120_268_27,456.809,267
contig-120_268_28,500.323,195
contig-120_268_29,800.478,435
contig-120_268_30,647.814,657
contig-120_268_31,841.415,357
contig-120_268_32,489.163,282
contig-120_268_33,11.533,634
contig-120_269_2,1.058,1276
contig-120_269_3,3.041,787
contig-120_269_4,4.163,1153
contig-120_269_5,2.347,956
contig-120_269_6,4.319,2188
contig-120_269_7,1.835,327
contig-120_269_8,3.606,2288
contig-120_269_9,7.528,534
contig-120_269_10,3.806,273
contig-120_269_11,17.423,1642
contig-120_269_12,1.307,574
contig-120_269_13,0.518,579
contig-120_269_15,4.366,992
contig-120_269_16,3.641,1596
contig-120_270_5,0.420,715
contig-120_270_6,1.150,1167
contig-120_270_11,0.963,3559
contig-120_270_14,0.154,900
contig-120_271_1,2.356,1592
contig-120_271_2,3.282,177
contig-120_271_3,2.998,1351
contig-120_271_4,4.663,386
contig-120_271_5,1.840,652
contig-120_271_6,2.956,964
contig-120_271_7,1.598,751
contig-120_271_8,1.302,1267
contig-120_271_9,1.397,537
contig-120_271_10,1.732,693
contig-120_271_11,1.176,765
contig-120_271_12,0.955,627
contig-120_271_13,0.804,373
contig-120_271_14,1.076,556
contig-120_271_15,0.239,614
contig-120_271_16,0.962,624
contig-120_271_17,0.726,827
contig-120_272_12,0.824,182
contig-120_273_2,2.959,900
contig-120_273_3,1.140,1711
contig-120_273_4,9.873,860
contig-120_273_5,17.690,1089
contig-120_273_6,68.876,1310
contig-120_273_7,22.603,315
contig-120_273_8,43.038,705
contig-120_273_9,59.155,1808
contig-120_273_10,25.541,366
contig-120_273_11,30.260,435
contig-120_273_12,9.040,744
contig-120_273_13,82.427,987
contig-120_273_14,30.139,1088
contig-120_273_15,1.688,522
contig-120_273_16,44.917,2598
contig-120_273_17,11.265,1289
contig-120_274_4,0.320,425
contig-120_274_5,0.116,1293
contig-120_274_6,1.033,581
contig-120_274_8,1.099,1502
contig-120_274_9,1.220,1230
contig-120_274_10,2.357,1017
contig-120_274_11,6.043,915
contig-120_274_15,3.038,938
contig-120_274_16,1.627,1106
contig-120_274_17,2.074,434
contig-120_274_18,0.806,186
contig-120_275_1,0.985,135
contig-120_275_2,8.417,1139
contig-120_275_3,2.183,687
contig-120_275_4,24.360,1027
contig-120_275_5,19.659,636
contig-120_275_6,9.862,1137
contig-120_275_7,10.162,914
contig-120_275_8,29.070,660
contig-120_275_9,38.572,600
contig-120_275_10,3.555,422
contig-120_275_11,6.615,907
contig-120_275_12,6.284,1382
contig-120_275_14,16.892,664
contig-120_275_15,4.907,2283
contig-120_275_16,5.543,460
contig-120_275_17,11.181,1441
contig-120_275_18,13.373,558
contig-120_275_19,99.514,2076
contig-120_276_1,2.118,425
contig-120_276_2,2.458,2683
contig-120_276_3,0.765,571
contig-120_276_4,0.528,568
contig-120_276_6,1.509,1482
contig-120_276_7,1.774,164
contig-120_276_8,1.124,267
contig-120_276_9,0.356,1685
contig-120_276_10,0.355,846
contig-120_276_11,0.522,575
contig-120_276_12,1.104,1495
contig-120_276_13,2.789,1936
contig-120_277_2,6.592,448
contig-120_277_5,0.547,548
contig-120_277_6,0.445,337
contig-120_277_8,1.345,223
contig-120_277_9,0.346,434
contig-120_277_10,2.419,186
contig-120_277_11,1.253,233
contig-120_277_13,0.442,678
contig-120_277_15,0.988,3187
contig-120_277_16,0.820,366
contig-120_277_18,0.641,3278
contig-120_277_19,0.661,227
contig-120_278_1,0.688,218
contig-120_278_2,1.640,908
contig-120_278_4,4.540,1817
contig-120_278_5,19.924,198
contig-120_278_6,4.986,1803
contig-120_278_7,1.411,411
contig-120_278_8,0.490,306
contig-120_278_9,2.579,987
contig-120_278_10,4.494,231
contig-120_278_11,73.724,1263
contig-120_278_12,228.574,237
contig-120_278_13,0.769,390
contig-120_278_14,64.890,2142
contig-120_278_15,3.764,636
contig-120_278_16,2.431,864
contig-120_278_17,2.257,657
contig-120_278_18,2.116,709
contig-120_278_19,1.294,228
contig-120_279_3,4.537,456
contig-120_279_4,4.846,306
contig-120_279_5,15.088,1481
contig-120_279_6,15.082,1479
contig-120_279_7,12.476,2014
contig-120_279_8,22.796,309
contig-120_279_9,13.584,669
contig-120_279_10,15.149,502
contig-120_279_11,14.525,1077
contig-120_279_12,25.137,2139
contig-120_279_13,26.558,1356
contig-120_279_14,21.843,492
contig-120_279_15,22.462,1253
contig-120_279_16,17.243,608
contig-120_279_17,6.781,480
contig-120_279_18,11.011,359
contig-120_279_19,40.509,369
contig-120_279_20,16.255,744
contig-120_279_21,20.000,603
contig-120_280_1,54.004,1347
contig-120_280_2,11.462,156
contig-120_280_3,32.313,447
contig-120_280_4,37.218,2211
contig-120_280_5,34.766,666
contig-120_280_6,40.036,777
contig-120_280_7,37.428,951
contig-120_280_8,25.229,414
contig-120_280_9,1.531,1372
contig-120_280_10,1.334,1235
contig-120_280_11,1.244,1688
contig-120_280_12,0.938,2878
contig-120_280_13,0.945,635
contig-120_280_14,0.808,1278
contig-120_281_4,1.158,1811
contig-120_281_6,0.872,1876
contig-120_281_7,1.116,1881
contig-120_281_9,1.689,1332
contig-120_281_10,1.407,2450
contig-120_282_1,6.896,135
contig-120_282_2,231.500,372
contig-120_282_3,299.402,552
contig-120_282_4,2095.252,429
contig-120_282_5,1816.231,702
contig-120_282_6,1424.208,501
contig-120_282_7,2586.926,363
contig-120_282_8,535.282,4029
contig-120_282_9,432.336,4305
contig-120_282_10,22.043,717
contig-120_282_11,31.521,380
contig-120_282_12,8.448,353
contig-120_282_13,6.930,345
contig-120_282_14,7.267,266
contig-120_282_15,1443.501,375
contig-120_282_16,1461.231,471
contig-120_282_17,1394.893,2106
contig-120_282_18,9.697,165
contig-120_283_1,8.689,791
contig-120_283_2,5.195,570
contig-120_283_3,14.798,687
contig-120_283_4,4.138,580
contig-120_283_5,4.850,486
contig-120_283_6,7.073,995
contig-120_283_7,8.378,837
contig-120_283_8,20.814,663
contig-120_283_9,100.668,795
contig-120_283_11,176.244,213
contig-120_283_12,343.170,2466
contig-120_283_13,528.549,477
contig-120_283_14,6.547,594
contig-120_283_15,23.161,666
contig-120_283_16,10.459,972
contig-120_283_17,10.475,1101
contig-120_283_18,9.295,909
contig-120_283_19,70.507,842
contig-120_284_1,2.814,210
contig-120_284_2,2.051,1535
contig-120_284_3,24.185,569
contig-120_284_4,5.067,375
contig-120_284_5,9.295,224
contig-120_284_6,1.736,432
contig-120_284_7,1.298,2293
contig-120_284_8,1.598,455
contig-120_284_9,2.448,975
contig-120_284_10,1.742,1377
contig-120_284_12,2.864,1569
contig-120_284_13,3.233,464
contig-120_284_14,0.700,857
contig-120_284_17,0.978,139
contig-120_284_18,9.517,331
contig-120_284_19,10.596,768
contig-120_285_1,1.751,1196
contig-120_285_2,5.446,1123
contig-120_285_3,6.202,1157
contig-120_285_4,2.466,1701
contig-120_285_5,3.165,237
contig-120_285_6,5.957,395
contig-120_285_7,5.367,275
contig-120_285_8,2.974,908
contig-120_285_9,4.118,765
contig-120_285_10,4.818,933
contig-120_285_11,5.080,736
contig-120_285_12,5.006,1285
contig-120_285_13,17.246,1667
contig-120_285_14,13.096,789
contig-120_285_15,6.134,464
contig-120_285_16,15.123,1326
contig-120_285_17,16.092,1206
contig-120_286_1,6.871,217
contig-120_286_2,9.776,949
contig-120_286_3,11.034,1398
contig-120_286_4,5.705,861
contig-120_286_5,2.434,1533
contig-120_286_6,7.019,958
contig-120_286_7,3.865,653
contig-120_286_8,3.282,2827
contig-120_286_9,7.081,628
contig-120_286_10,7.322,1331
contig-120_286_11,5.588,510
contig-120_286_12,7.990,1821
contig-120_286_13,1.238,727
contig-120_286_14,1.435,627
contig-120_286_15,6.959,776
contig-120_287_2,1.751,1104
contig-120_287_3,1.556,771
contig-120_287_4,1.674,973
contig-120_287_5,12.253,470
contig-120_287_6,3.954,607
contig-120_287_7,0.516,581
contig-120_287_8,0.929,323
contig-120_287_9,1.765,850
contig-120_287_10,67.767,348
contig-120_287_11,6.346,234
contig-120_287_12,12.946,1401
contig-120_287_13,8.515,1814
contig-120_287_14,24.972,1689
contig-120_287_15,21.517,321
contig-120_287_16,70.959,1002
contig-120_287_17,38.224,2034
contig-120_287_18,1.506,797
contig-120_288_1,3.318,1715
contig-120_288_2,2.309,2260
contig-120_288_3,3.813,1098
contig-120_288_4,3.694,1500
contig-120_288_5,1.403,1480
contig-120_288_6,4.654,1353
contig-120_288_7,7.068,734
contig-120_288_8,9.739,2274
contig-120_288_9,7.470,1257
contig-120_288_10,6.737,1603
contig-120_288_11,7.827,880
contig-120_289_1,0.984,610
contig-120_289_2,0.457,1968
contig-120_289_4,2.550,353
contig-120_289_5,1.908,393
contig-120_289_6,0.741,607
contig-120_289_7,2.585,277
contig-120_289_8,0.791,705
contig-120_289_9,0.835,539
contig-120_289_10,6.016,3130
contig-120_289_11,2.830,424
contig-120_289_12,0.579,1037
contig-120_289_13,3.176,323
contig-120_289_14,0.670,2014
contig-120_290_1,3.924,381
contig-120_290_2,13.215,475
contig-120_290_3,1.991,452
contig-120_290_4,3.827,823
contig-120_290_5,9.665,2015
contig-120_290_6,3.188,840
contig-120_290_7,0.166,901
contig-120_290_8,0.746,1399
contig-120_290_9,2.285,249
contig-120_290_10,88.255,1872
contig-120_290_11,0.415,1084
contig-120_290_13,2.698,556
contig-120_290_14,3.285,453
contig-120_290_15,5.682,576
contig-120_290_16,2.709,609
contig-120_290_17,2.453,1223
contig-120_290_18,3.351,1164
contig-120_290_19,1.905,630
contig-120_291_1,5.206,948
contig-120_291_2,9.305,1350
contig-120_291_3,1.518,2174
contig-120_291_4,2.916,823
contig-120_291_5,0.672,2902
contig-120_291_6,0.746,201
contig-120_291_7,4.817,400
contig-120_291_8,5.310,791
contig-120_291_9,0.292,490
contig-120_291_10,0.182,1652
contig-120_291_11,0.515,583
contig-120_291_13,2.785,261
contig-120_291_14,0.503,894
contig-120_292_2,12.514,1110
contig-120_292_3,37.742,252
contig-120_292_4,7.457,1284
contig-120_292_5,4.085,1170
contig-120_292_6,7.401,663
contig-120_292_7,5.357,1332
contig-120_292_8,7.563,1289
contig-120_292_9,6.791,838
contig-120_292_10,13.294,833
contig-120_292_11,15.978,1122
contig-120_292_12,127.085,426
contig-120_292_13,7.716,1414
contig-120_292_14,11.431,717
contig-120_292_15,3.287,1047
contig-120_292_16,12.786,926
contig-120_292_17,4.139,647
contig-120_292_18,3.058,932
contig-120_292_19,0.770,573
contig-120_293_2,6.588,291
contig-120_293_3,18.520,273
contig-120_293_4,344.296,693
contig-120_293_5,226.957,375
contig-120_293_11,1.458,408
contig-120_293_14,0.980,1836
contig-120_293_15,1.342,894
contig-120_293_17,0.570,1053
contig-120_293_18,1.088,261
contig-120_293_19,4.344,518
contig-120_293_21,1.321,336
contig-120_293_22,8.387,462
contig-120_293_23,4.246,419
contig-120_293_24,1.261,683
contig-120_294_1,1.981,1739
contig-120_294_2,1.637,1649
contig-120_294_3,5.513,1442
contig-120_294_4,1.372,984
contig-120_294_5,9.038,1477
contig-120_294_6,2.958,2079
contig-120_294_7,4.317,1038
contig-120_294_8,3.875,654
contig-120_294_9,8.514,1355
contig-120_294_10,1.760,767
contig-120_294_11,0.730,615
contig-120_294_12,2.614,396
contig-120_294_13,1.226,367
contig-120_294_14,3.423,1271
contig-120_295_2,13.877,693
contig-120_295_3,0.397,755
contig-120_295_4,2.266,1059
contig-120_295_5,0.594,505
contig-120_295_6,3.221,745
contig-120_295_7,11.118,850
contig-120_295_8,0.732,205
contig-120_295_9,5.528,318
contig-120_295_10,2.270,727
contig-120_295_11,4.870,676
contig-120_295_12,2.650,566
contig-120_295_13,5.157,669
contig-120_295_14,2.090,3648
contig-120_295_15,13.105,315
contig-120_295_16,2.785,377
contig-120_295_17,3.084,1508
contig-120_295_18,1.420,845
contig-120_296_2,0.517,3483
contig-120_296_4,0.584,1027
contig-120_296_5,0.149,1010
contig-120_296_6,1.769,424
contig-120_296_7,0.302,995
contig-120_296_8,0.804,1306
contig-120_296_9,1.670,1067
contig-120_296_10,1.159,755
contig-120_296_13,0.237,634
contig-120_296_14,0.375,799
contig-120_296_15,1.000,137
contig-120_297_1,1.915,540
contig-120_297_2,2.400,868
contig-120_297_3,7.582,366
contig-120_297_4,16.170,864
contig-120_297_5,78.937,489
contig-120_297_6,7.536,291
contig-120_297_7,16.346,907
contig-120_297_8,19.428,306
contig-120_297_9,17.371,734
contig-120_297_10,4.026,737
contig-120_297_11,1.725,945
contig-120_297_12,66.743,735
contig-120_297_13,8.602,966
contig-120_297_14,21.199,1832
contig-120_297_15,8.585,378
contig-120_297_16,4.812,1434
contig-120_297_17,7.840,1166
contig-120_297_18,8.656,1141
contig-120_297_19,5.130,494
contig-120_297_20,4.298,627
contig-120_297_21,1.934,136
contig-120_298_1,4.050,666
contig-120_298_2,17.761,1239
contig-120_298_3,4.348,963
contig-120_298_4,3.644,494
contig-120_298_5,6.969,2060
contig-120_298_6,5.366,585
contig-120_298_7,0.598,502
contig-120_298_13,1.705,528
contig-120_298_14,3.274,1227
contig-120_298_15,6.276,620
contig-120_298_17,2.102,354
contig-120_298_22,1.288,233
contig-120_299_1,1.935,1240
contig-120_299_2,3.588,3888
contig-120_299_3,3.215,219
contig-120_299_4,55.989,368
contig-120_299_6,24.641,192
contig-120_299_7,3.882,1536
contig-120_299_8,8.824,2663
contig-120_299_9,1.801,583
contig-120_299_10,5.415,1384
contig-120_299_11,3.649,1192
contig-120_299_12,4.331,1039
contig-120_299_13,4.086,696
contig-120_299_14,7.044,954
contig-120_300_1,2.721,265
contig-120_300_2,23.156,1080
contig-120_300_3,108.185,426
contig-120_300_4,21.829,1200
contig-120_300_5,22.535,536
contig-120_300_6,7.660,1053
contig-120_300_7,16.843,896
contig-120_300_8,7.004,771
contig-120_300_9,12.662,795
contig-120_300_10,4.845,1536
contig-120_300_11,0.803,921
contig-120_300_12,0.942,1593
contig-120_300_13,1.152,1042
contig-120_300_14,2.701,1331
contig-120_300_15,6.284,1615
contig-120_300_16,8.094,1089
contig-120_300_17,4.622,547
contig-120_301_1,23.677,471
contig-120_301_2,29.772,294
contig-120_301_3,6.674,804
contig-120_301_4,8.955,243
contig-120_301_5,6.423,274
contig-120_301_6,6.227,887
contig-120_301_7,9.335,801
contig-120_301_8,12.742,387
contig-120_301_10,24.997,335
contig-120_301_11,20.744,234
contig-120_301_14,2.101,554
contig-120_301_15,14.143,273
contig-120_301_16,15.650,1749
contig-120_301_17,19.779,741
contig-120_301_18,2.079,938
contig-120_301_19,79.621,351
contig-120_301_20,1.879,1353
contig-120_301_21,32.992,239
contig-120_301_22,2.889,306
contig-120_301_23,1.486,698
contig-120_301_24,11.423,756
contig-120_302_1,3.168,1362
contig-120_302_2,4.890,1191
contig-120_302_3,2.579,349
contig-120_302_4,5.166,572
contig-120_302_5,10.443,429
contig-120_302_6,9.316,705
contig-120_302_7,9.787,498
contig-120_302_8,12.931,348
contig-120_302_9,5.080,4070
contig-120_302_10,4.997,4201
contig-120_302_11,8.645,377
contig-120_302_12,11.389,470
contig-120_302_13,9.761,2094
contig-120_302_14,8.688,144
contig-120_303_3,0.388,2705
contig-120_303_6,2.904,772
contig-120_303_7,1.844,1131
contig-120_303_8,3.330,901
contig-120_303_9,9.803,1037
contig-120_303_10,1.341,756
contig-120_303_11,60.769,195
contig-120_303_12,4.383,1500
contig-120_303_13,5.493,564
contig-120_303_14,17.644,309
contig-120_303_15,6.739,1133
contig-120_304_1,0.334,899
contig-120_304_2,0.637,471
contig-120_304_3,0.260,1155
contig-120_304_11,0.292,2011
contig-120_304_12,0.356,794
contig-120_304_13,0.651,2531
contig-120_305_2,1.683,164
contig-120_305_5,0.431,1014
contig-120_305_14,0.779,385
contig-120_306_1,1.370,219
contig-120_306_2,0.809,1275
contig-120_306_3,3.674,282
contig-120_306_4,4.008,782
contig-120_306_5,3.834,547
contig-120_306_6,1.064,422
contig-120_306_7,1.841,483
contig-120_306_8,3.241,1476
contig-120_306_9,0.578,1297
contig-120_306_11,0.491,611
contig-120_306_12,3.283,821
contig-120_306_13,0.761,197
contig-120_306_14,0.830,1987
contig-120_306_15,9.456,1440
contig-120_306_16,0.379,792
contig-120_307_1,13.369,918
contig-120_307_2,18.988,903
contig-120_307_3,16.589,621
contig-120_307_4,14.529,204
contig-120_307_5,6.683,2264
contig-120_307_6,7.071,632
contig-120_307_7,20.846,2301
contig-120_307_8,6.837,633
contig-120_307_9,6.940,2070
contig-120_307_10,1.796,740
contig-120_307_11,6.191,533
contig-120_307_12,0.399,1882
contig-120_307_13,1.256,942
contig-120_307_14,10.960,198
contig-120_308_2,0.497,302
contig-120_308_3,1.028,289
contig-120_308_4,1.020,588
contig-120_308_5,1.332,1348
contig-120_308_6,5.232,396
contig-120_308_7,2.000,141
contig-120_308_8,1.761,852
contig-120_308_9,2.410,670
contig-120_308_10,2.064,1016
contig-120_308_11,0.623,212
contig-120_308_12,1.853,1452
contig-120_308_13,17.008,2931
contig-120_308_15,3.947,380
contig-120_308_17,0.562,267
contig-120_308_18,1.771,996
contig-120_308_19,47.403,395
contig-120_309_1,10.550,171
contig-120_309_2,11.073,738
contig-120_309_3,32.680,1233
contig-120_309_4,50.675,797
contig-120_309_5,59.656,666
contig-120_309_6,45.430,351
contig-120_309_7,18.052,1077
contig-120_309_8,14.644,312
contig-120_309_9,40.169,615
contig-120_309_10,68.822,696
contig-120_309_11,89.001,1332
contig-120_309_12,33.145,546
contig-120_309_13,35.991,2652
contig-120_309_14,29.550,885
contig-120_309_15,8.903,600
contig-120_309_16,53.832,546
contig-120_309_17,48.374,1434
contig-120_309_18,52.658,927
contig-120_310_3,1.626,369
contig-120_310_4,0.904,166
contig-120_310_6,1.310,335
contig-120_310_13,0.620,242
contig-120_310_16,0.262,1147
contig-120_311_1,2.873,465
contig-120_311_3,1.106,537
contig-120_311_4,2.894,622
contig-120_311_7,0.157,1905
contig-120_311_9,4.209,1209
contig-120_311_10,0.735,408
contig-120_311_11,0.330,1820
contig-120_311_13,2.120,1338
contig-120_311_14,0.371,1212
contig-120_312_3,4.038,780
contig-120_312_4,2.646,900
contig-120_312_5,1.258,596
contig-120_312_7,1.169,770
contig-120_312_8,1.791,401
contig-120_312_11,2.157,624
contig-120_312_12,7.171,815
contig-120_312_13,0.898,1838
contig-120_312_14,0.700,833
contig-120_312_15,11.046,679
contig-120_312_16,10.975,828
contig-120_312_17,9.122,1206
contig-120_312_18,2.532,237
contig-120_312_19,1.415,212
contig-120_312_20,2.178,482
contig-120_313_1,3.171,1844
contig-120_313_2,2.186,1578
contig-120_313_3,15.439,741
contig-120_313_4,8.945,669
contig-120_313_5,18.383,624
contig-120_313_6,12.279,1116
contig-120_313_7,10.980,1322
contig-120_313_8,7.123,648
contig-120_313_9,14.780,1284
contig-120_313_10,12.528,246
contig-120_313_11,5.598,749
contig-120_313_12,12.287,920
contig-120_313_13,6.067,315
contig-120_313_14,13.666,634
contig-120_313_15,13.940,801
contig-120_313_16,7.286,486
contig-120_313_17,5.134,783
contig-120_313_18,16.257,836
contig-120_313_19,0.457,328
contig-120_313_20,1.744,258
contig-120_313_21,1.136,264
contig-120_314_2,10.595,1907
contig-120_314_3,18.111,701
contig-120_314_4,15.514,519
contig-120_314_5,8.162,784
contig-120_314_6,12.670,1713
contig-120_314_7,45.939,1113
contig-120_314_8,2.810,369
contig-120_314_9,1.794,669
contig-120_314_10,7.626,823
contig-120_314_11,12.369,944
contig-120_314_13,42.896,546
contig-120_314_14,21.849,2520
contig-120_314_15,130.512,330
contig-120_314_16,2.400,625
contig-120_314_17,1.862,564
contig-120_315_2,16.738,1143
contig-120_315_3,11.816,825
contig-120_315_4,4.636,905
contig-120_315_5,1.246,843
contig-120_315_6,2.800,1393
contig-120_315_7,9.046,2037
contig-120_315_8,7.861,570
contig-120_315_9,3.643,1220
contig-120_315_10,1.300,456
contig-120_315_11,2.335,1156
contig-120_315_12,6.338,331
contig-120_315_13,1.680,982
contig-120_315_14,0.452,622
contig-120_315_15,2.864,154
contig-120_315_16,7.536,1032
contig-120_315_17,4.096,767
contig-120_315_18,6.838,351
contig-120_315_19,1.277,231
contig-120_316_1,1.635,170
contig-120_316_2,4.311,549
contig-120_316_3,3.755,1513
contig-120_316_4,7.261,1875
contig-120_316_5,6.175,2811
contig-120_316_6,10.987,304
contig-120_316_7,7.431,299
contig-120_316_8,8.356,278
contig-120_316_9,21.790,582
contig-120_316_10,4.446,222
contig-120_316_11,6.900,389
contig-120_316_12,6.371,232
contig-120_316_13,6.073,288
contig-120_316_14,13.225,516
contig-120_316_15,5.774,168
contig-120_316_16,30.622,1212
contig-120_316_17,8.798,810
