Name,Average.coverage,Reference.length
contig-120_509_3,1.202,356
contig-120_509_4,0.185,809
contig-120_509_5,0.962,312
contig-120_509_6,1.559,1251
contig-120_509_8,0.280,535
contig-120_509_9,0.594,4494
contig-120_509_10,0.777,193
contig-120_509_11,1.919,307
contig-120_509_12,3.647,945
contig-120_509_14,1.189,233
contig-120_509_15,2.360,308
contig-120_509_16,4.839,341
contig-120_509_17,4.288,2094
contig-120_509_18,1.255,478
contig-120_509_19,0.979,140
contig-120_509_22,3.613,248
contig-120_509_25,0.482,276
contig-120_511_1,3.017,545
contig-120_511_3,6.149,477
contig-120_511_4,2.370,308
contig-120_511_5,4.966,474
contig-120_511_6,4.471,698
contig-120_511_7,13.359,465
contig-120_511_8,4.556,252
contig-120_511_9,5.536,3843
contig-120_511_10,6.724,1626
contig-120_511_11,1.969,754
contig-120_511_12,12.200,700
contig-120_511_13,7.649,2010
contig-120_511_14,14.974,1056
contig-120_511_15,5.223,193
contig-120_511_16,7.179,457
contig-120_511_17,3.341,4065
contig-120_511_18,7.827,1101
contig-120_511_19,9.982,614
contig-120_511_20,20.483,447
contig-120_511_21,10.394,198
contig-120_512_1,0.252,580
contig-120_512_4,0.870,862
contig-120_512_20,0.184,1631
contig-120_514_5,0.177,846
contig-120_515_1,0.444,675
contig-120_515_2,2.766,1241
contig-120_515_4,10.540,494
contig-120_515_5,13.340,891
contig-120_515_6,16.356,849
contig-120_515_7,31.920,624
contig-120_515_8,58.952,2106
contig-120_515_9,13.404,552
contig-120_515_10,5.534,1028
contig-120_515_11,17.332,1052
contig-120_515_12,3.415,1442
contig-120_515_13,27.543,635
contig-120_515_14,9.004,497
contig-120_515_15,6.106,386
contig-120_515_16,2.624,680
contig-120_515_17,1.613,1302
contig-120_515_18,2.199,612
contig-120_515_19,8.543,1454
contig-120_515_20,4.209,1101
contig-120_515_21,19.639,606
contig-120_515_22,29.352,753
contig-120_516_14,0.704,213
contig-120_518_4,0.510,588
contig-120_518_15,1.639,366
contig-120_519_3,1.370,219
contig-120_519_7,0.714,210
contig-120_519_9,0.482,274
contig-120_519_10,0.311,483
contig-120_519_11,0.773,388
contig-120_519_12,0.269,1114
contig-120_519_13,1.125,256
contig-120_519_15,0.622,209
contig-120_520_3,0.698,215
contig-120_520_9,0.212,666
contig-120_520_13,0.658,228
contig-120_520_19,0.917,327
contig-120_521_1,20.516,1101
contig-120_521_2,2.800,1275
contig-120_521_3,4.079,1059
contig-120_521_4,3.086,627
contig-120_521_5,6.253,663
contig-120_521_6,3.217,1160
contig-120_521_7,21.226,367
contig-120_521_8,0.973,771
contig-120_521_9,1.028,423
contig-120_521_10,41.779,1923
contig-120_521_11,39.151,648
contig-120_521_12,16.400,1055
contig-120_521_13,12.671,456
contig-120_521_14,4.033,810
contig-120_521_15,24.069,1486
contig-120_521_16,2.091,486
contig-120_521_17,24.218,2552
contig-120_521_18,10.586,690
contig-120_521_19,5.531,1404
contig-120_522_9,0.738,1627
contig-120_522_11,0.703,627
contig-120_522_12,0.870,345
contig-120_522_13,1.708,439
contig-120_522_15,0.361,357
contig-120_522_17,1.913,378
contig-120_523_1,23.181,921
contig-120_523_2,41.721,2582
contig-120_523_3,32.994,1559
contig-120_523_4,82.425,777
contig-120_523_5,52.832,1413
contig-120_523_6,67.190,1377
contig-120_523_7,11.466,3501
contig-120_523_8,9.931,419
contig-120_523_9,51.322,913
contig-120_523_10,84.397,1170
contig-120_523_11,25.224,1248
contig-120_523_12,23.857,732
contig-120_523_13,22.211,922
contig-120_523_14,18.769,1383
contig-120_523_15,12.767,617
contig-120_523_16,17.150,408
contig-120_524_3,1.783,411
contig-120_524_4,0.739,203
contig-120_524_6,0.852,176
contig-120_524_16,0.178,5064
contig-120_524_17,1.674,717
contig-120_524_18,0.573,1048
contig-120_526_2,2.107,1197
contig-120_526_3,26.262,1082
contig-120_526_4,33.229,1191
contig-120_526_5,24.663,270
contig-120_526_6,23.203,561
contig-120_526_7,26.004,1041
contig-120_526_8,23.241,1047
contig-120_526_9,15.153,1095
contig-120_526_10,2.624,1658
contig-120_526_11,31.576,165
contig-120_526_12,15.377,374
contig-120_526_13,3.621,652
contig-120_526_14,3.123,423
contig-120_526_15,42.453,1386
contig-120_526_16,8.425,1440
contig-120_526_17,236.136,243
contig-120_526_18,385.794,1284
contig-120_526_19,35.774,831
contig-120_526_20,38.702,1644
contig-120_526_21,156.894,567
contig-120_528_5,0.371,1619
contig-120_529_33,0.328,915
contig-120_530_13,0.730,411
contig-120_530_25,0.094,9614
contig-120_532_5,0.930,158
contig-120_532_6,0.199,1511
contig-120_532_10,0.336,892
contig-120_533_1,1.092,273
contig-120_533_2,5.695,1206
contig-120_533_3,0.187,1527
contig-120_533_21,2.915,201
contig-120_534_34,0.940,319
contig-120_535_1,1.119,268
contig-120_535_7,0.314,2390
contig-120_536_1,0.833,900
contig-120_536_2,1.040,273
contig-120_536_3,0.906,1137
contig-120_536_5,1.049,572
contig-120_536_6,7.042,380
contig-120_536_7,36.466,1312
contig-120_536_8,8.065,1086
contig-120_536_9,2.121,495
contig-120_536_10,1.360,331
contig-120_536_11,0.802,187
contig-120_536_12,1.751,342
contig-120_536_13,0.978,138
contig-120_536_14,0.567,1058
contig-120_536_15,3.898,683
contig-120_536_16,2.528,650
contig-120_536_19,0.768,1757
contig-120_536_21,0.593,3797
contig-120_538_3,1.255,239
contig-120_538_5,1.036,278
contig-120_538_6,0.679,221
contig-120_538_12,0.156,1922
contig-120_538_16,0.781,384
contig-120_538_20,0.543,276
contig-120_539_20,0.597,432
contig-120_539_34,0.446,336
contig-120_540_1,0.736,576
contig-120_540_2,1.362,425
contig-120_540_3,3.350,311
contig-120_540_4,1.778,675
contig-120_540_5,21.032,312
contig-120_540_6,2.976,906
contig-120_540_7,0.898,668
contig-120_540_8,0.542,553
contig-120_540_9,0.096,1434
contig-120_540_10,2.498,1306
contig-120_540_13,1.759,158
contig-120_540_14,0.877,1026
contig-120_540_15,0.292,1026
contig-120_540_16,3.061,294
contig-120_540_17,0.752,789
contig-120_540_18,1.531,784
contig-120_540_20,3.139,613
contig-120_540_22,7.874,414
contig-120_542_16,1.000,300
contig-120_542_33,1.205,249
contig-120_544_1,1.959,1454
contig-120_544_2,2.215,2763
contig-120_544_3,1.583,557
contig-120_544_4,2.772,920
contig-120_544_5,2.071,1014
contig-120_544_6,2.588,1499
contig-120_544_7,9.792,207
contig-120_544_8,0.185,812
contig-120_544_11,1.506,797
contig-120_544_12,1.031,291
contig-120_544_13,7.500,576
contig-120_544_14,5.230,687
contig-120_544_15,0.708,212
contig-120_544_16,7.598,1134
contig-120_545_2,0.211,1422
contig-120_545_4,1.304,230
contig-120_545_5,0.583,515
contig-120_545_7,0.623,1444
contig-120_545_15,0.242,2438
contig-120_545_18,0.820,366
contig-120_545_19,0.255,1178
contig-120_547_1,2.560,879
contig-120_547_2,2.869,1148
contig-120_547_3,1.318,569
contig-120_547_4,3.299,591
contig-120_547_5,5.355,1339
contig-120_547_6,20.987,1625
contig-120_547_7,1.409,958
contig-120_547_8,6.838,822
contig-120_547_9,3.576,705
contig-120_547_10,78.414,423
contig-120_547_11,22.299,1443
contig-120_547_12,3.190,940
contig-120_547_13,2.529,291
contig-120_547_14,5.116,554
contig-120_547_15,2.683,1161
contig-120_547_16,2.788,698
contig-120_547_17,0.653,885
contig-120_547_18,1.277,235
contig-120_548_8,0.235,637
contig-120_548_9,0.495,1212
contig-120_548_13,0.838,179
contig-120_549_3,1.000,138
contig-120_549_4,0.568,264
contig-120_549_7,1.915,470
contig-120_549_12,0.134,2235
contig-120_549_19,1.129,249
contig-120_549_25,1.210,248
contig-120_549_26,0.395,2223
contig-120_550_2,0.494,607
contig-120_550_3,0.400,750
contig-120_550_4,0.163,923
contig-120_550_5,0.680,441
contig-120_550_11,0.356,842
contig-120_550_15,0.123,1165
contig-120_550_16,0.326,921
contig-120_550_18,1.230,244
contig-120_550_19,0.206,1458
contig-120_551_1,2.041,294
contig-120_551_2,3.185,936
contig-120_551_4,26.422,915
contig-120_551_5,10.650,837
contig-120_551_6,3.757,519
contig-120_551_7,2.927,558
contig-120_551_8,2.649,848
contig-120_551_10,0.257,584
contig-120_551_12,0.286,1576
contig-120_551_14,1.982,1128
contig-120_551_15,0.714,210
contig-120_551_17,0.365,821
contig-120_552_1,0.691,217
contig-120_552_2,2.000,142
contig-120_552_3,7.844,608
contig-120_552_4,0.569,1041
contig-120_552_5,0.773,194
contig-120_552_6,16.313,1197
contig-120_552_7,13.142,2094
contig-120_552_9,1.610,559
contig-120_552_10,2.175,1165
contig-120_552_11,0.509,884
contig-120_552_13,0.567,529
contig-120_552_16,2.007,3583
contig-120_552_17,4.222,207
contig-120_552_19,0.422,711
contig-120_553_7,1.097,258
contig-120_553_25,0.218,5462
contig-120_554_1,1.201,1370
contig-120_554_2,27.181,2901
contig-120_554_3,13.792,1857
contig-120_554_4,6.016,565
contig-120_554_5,3.462,260
contig-120_554_6,3.524,1232
contig-120_554_7,4.563,222
contig-120_554_8,219.448,681
contig-120_554_9,14.806,1466
contig-120_554_10,1.460,810
contig-120_554_11,5.589,1336
contig-120_554_12,2.870,468
contig-120_554_13,10.889,323
contig-120_554_14,4.586,585
contig-120_554_15,6.281,1767
contig-120_554_18,0.968,155
contig-120_555_1,1.446,2179
contig-120_555_2,3.035,1617
contig-120_555_3,0.944,953
contig-120_555_4,1.198,751
contig-120_555_5,2.808,641
contig-120_555_6,1.533,587
contig-120_555_7,0.185,771
contig-120_555_8,0.783,1532
contig-120_555_9,0.370,811
contig-120_555_11,1.531,294
contig-120_555_12,0.861,332
contig-120_555_13,2.033,1460
contig-120_555_14,0.739,406
contig-120_555_16,1.053,855
contig-120_557_1,14.727,984
contig-120_557_2,26.784,282
contig-120_557_3,28.071,1242
contig-120_557_4,14.248,677
contig-120_557_5,26.222,690
contig-120_557_6,13.541,715
contig-120_557_7,9.591,618
contig-120_557_8,11.224,540
contig-120_557_9,9.947,527
contig-120_557_10,3.571,420
contig-120_557_11,8.071,1623
contig-120_557_12,132.526,462
contig-120_557_13,3.582,670
contig-120_557_14,0.572,787
contig-120_557_15,0.830,895
contig-120_557_16,5.254,1991
contig-120_557_17,20.397,531
contig-120_557_18,14.612,291
contig-120_557_19,86.865,986
contig-120_557_20,10.081,863
contig-120_557_21,2.853,1945
contig-120_558_3,0.917,327
contig-120_558_4,1.259,1028
contig-120_558_5,0.404,1486
contig-120_558_6,1.700,353
contig-120_558_7,2.634,968
contig-120_558_8,1.907,708
contig-120_558_9,1.637,1190
contig-120_558_10,3.917,832
contig-120_558_11,1.241,1088
contig-120_558_12,0.212,2105
contig-120_558_13,0.972,1851
contig-120_558_14,0.826,345
contig-120_558_15,2.022,1333
contig-120_558_16,0.489,614
contig-120_559_1,1.134,1302
contig-120_559_2,1.685,267
contig-120_559_3,3.837,1795
contig-120_559_4,2.080,212
contig-120_559_5,0.951,473
contig-120_559_6,0.677,886
contig-120_559_9,0.650,1616
contig-120_559_10,2.889,727
contig-120_559_11,0.403,697
contig-120_559_13,0.658,456
contig-120_559_14,2.743,1586
contig-120_559_15,4.746,594
contig-120_559_16,5.098,905
contig-120_559_17,0.821,1645
contig-120_559_18,0.993,147
contig-120_561_1,2.668,731
contig-120_561_2,6.941,1482
contig-120_561_3,5.581,396
contig-120_561_4,9.175,888
contig-120_561_5,3.761,1074
contig-120_561_6,5.129,379
contig-120_561_7,9.826,1215
contig-120_561_8,27.531,1833
contig-120_561_9,13.724,958
contig-120_561_10,26.177,648
contig-120_561_11,51.770,543
contig-120_561_12,99.961,333
contig-120_561_13,53.583,876
contig-120_561_14,88.949,786
contig-120_561_15,56.602,816
contig-120_561_16,7.045,508
contig-120_561_17,6.173,888
contig-120_561_18,4.815,556
contig-120_561_19,7.451,923
contig-120_561_20,15.699,429
contig-120_561_21,21.307,729
contig-120_561_22,11.193,1203
contig-120_562_1,2.314,1292
contig-120_562_2,0.932,322
contig-120_562_3,0.704,213
contig-120_562_4,1.282,234
contig-120_562_5,3.457,774
contig-120_562_7,0.510,1757
contig-120_562_8,0.829,181
contig-120_562_9,2.566,643
contig-120_562_10,1.284,1599
contig-120_562_11,3.631,537
contig-120_562_12,1.620,915
contig-120_562_13,1.095,274
contig-120_562_14,7.293,1087
contig-120_562_15,10.939,984
contig-120_562_16,15.896,3198
contig-120_563_2,0.990,303
contig-120_563_15,0.668,449
contig-120_565_4,0.223,674
contig-120_565_6,0.206,1458
contig-120_565_7,0.554,1083
contig-120_566_7,0.556,540
contig-120_566_9,1.793,502
contig-120_567_1,2.000,432
contig-120_567_2,5.382,186
contig-120_567_3,1.088,2588
contig-120_567_4,1.295,1955
contig-120_567_5,3.750,480
contig-120_567_6,0.857,525
contig-120_567_8,0.585,769
contig-120_567_9,1.000,137
contig-120_567_10,1.122,802
contig-120_567_11,0.928,1122
contig-120_567_12,2.683,559
contig-120_567_15,0.293,1503
contig-120_567_19,0.241,2491
contig-120_567_20,31.816,201
contig-120_568_10,0.374,382
contig-120_569_6,0.882,340
contig-120_570_1,0.434,1036
contig-120_570_2,0.432,695
contig-120_570_3,1.595,464
contig-120_570_5,1.551,2225
contig-120_570_6,3.055,381
contig-120_570_7,3.192,416
contig-120_570_8,2.068,1293
contig-120_570_9,6.055,419
contig-120_570_10,3.607,499
contig-120_570_11,2.373,885
contig-120_570_12,1.867,2972
contig-120_570_13,3.638,1151
contig-120_570_14,1.962,527
contig-120_570_15,1.059,708
contig-120_570_16,1.371,971
contig-120_570_17,2.036,663
contig-120_570_18,3.477,302
contig-120_571_14,0.469,640
contig-120_572_2,2.108,427
contig-120_572_3,0.269,1115
contig-120_572_4,1.758,512
contig-120_572_5,0.455,330
contig-120_572_6,0.851,705
contig-120_572_7,2.054,652
contig-120_572_8,2.993,892
contig-120_572_11,0.862,522
contig-120_572_12,0.476,945
contig-120_572_14,1.814,404
contig-120_572_15,3.355,1277
contig-120_572_16,1.449,1346
contig-120_572_17,1.528,687
contig-120_572_18,3.110,627
contig-120_572_19,3.010,396
contig-120_572_20,1.056,284
contig-120_572_21,0.390,1155
contig-120_572_22,0.352,2132
contig-120_573_2,1.649,897
contig-120_573_3,1.123,668
contig-120_573_4,0.670,664
contig-120_573_5,0.957,470
contig-120_573_6,1.524,492
contig-120_573_7,4.097,1135
contig-120_573_8,2.798,689
contig-120_573_9,2.163,1242
contig-120_573_10,2.753,543
contig-120_573_11,3.580,1161
contig-120_573_12,14.072,207
contig-120_573_13,5.648,1264
contig-120_573_14,2.768,375
contig-120_573_16,47.914,636
contig-120_573_17,52.347,1212
contig-120_573_18,42.130,903
contig-120_573_19,37.756,708
contig-120_573_20,33.724,279
contig-120_573_21,1.124,267
contig-120_573_22,1.875,160
contig-120_573_23,0.708,212
contig-120_574_1,1.051,988
contig-120_574_2,0.587,766
contig-120_574_3,0.549,546
contig-120_574_4,1.796,334
contig-120_574_5,1.330,672
contig-120_574_6,5.890,610
contig-120_574_7,6.415,979
contig-120_574_8,1.206,622
contig-120_574_11,2.641,2541
contig-120_574_13,3.681,520
contig-120_574_14,1.197,376
contig-120_574_15,1.262,474
contig-120_574_16,1.405,738
contig-120_574_17,1.977,748
contig-120_574_18,4.171,457
contig-120_574_19,2.888,876
contig-120_574_20,13.318,1034
contig-120_575_5,1.653,363
contig-120_575_15,1.003,299
contig-120_576_2,0.364,825
contig-120_576_9,0.258,582
contig-120_576_12,2.639,341
contig-120_577_9,0.492,610
contig-120_577_10,0.435,690
contig-120_577_11,1.030,1165
contig-120_577_13,0.287,1045
contig-120_577_18,1.220,246
contig-120_578_1,25.792,183
contig-120_578_2,13.477,2286
contig-120_578_3,8.767,249
contig-120_578_4,16.285,1101
contig-120_578_5,15.004,1017
contig-120_578_6,21.734,192
contig-120_578_7,15.518,1380
contig-120_578_8,5.664,1418
contig-120_578_9,7.384,565
contig-120_578_10,37.580,1758
contig-120_578_11,20.525,520
contig-120_578_12,51.920,639
contig-120_578_13,31.810,459
contig-120_578_14,14.672,1161
contig-120_578_15,9.964,795
contig-120_578_16,15.079,699
contig-120_578_17,105.593,558
contig-120_578_18,11.584,449
contig-120_578_19,26.916,906
contig-120_578_20,14.318,453
contig-120_578_21,18.904,1464
contig-120_579_20,0.036,4218
contig-120_580_9,0.137,2184
contig-120_580_10,1.093,268
contig-120_583_25,0.993,151
contig-120_584_10,0.519,578
contig-120_584_12,1.693,709
contig-120_584_18,1.538,390
contig-120_584_21,0.644,932
contig-120_585_2,0.476,946
contig-120_585_4,0.171,1758
contig-120_586_1,1.522,483
contig-120_586_2,0.846,683
contig-120_586_4,5.590,1045
contig-120_586_5,4.394,819
contig-120_586_6,2.183,732
contig-120_586_7,2.228,800
contig-120_586_8,2.216,1759
contig-120_586_9,3.056,1620
contig-120_586_10,2.947,2793
contig-120_586_11,15.489,1384
contig-120_586_12,14.137,284
contig-120_586_13,4.460,937
contig-120_586_14,5.106,790
contig-120_586_15,5.298,991
contig-120_586_16,4.252,421
contig-120_586_17,3.740,795
contig-120_586_18,2.045,726
contig-120_586_19,8.599,713
contig-120_586_20,2.020,297
contig-120_587_5,28.235,264
contig-120_587_9,1.724,261
contig-120_587_16,5.223,193
contig-120_587_17,4.440,200
contig-120_587_20,2.353,255
contig-120_587_23,0.526,285
contig-120_588_32,0.374,2404
contig-120_590_5,0.754,398
contig-120_592_5,0.292,1029
contig-120_592_10,0.174,837
contig-120_592_15,0.625,240
contig-120_592_18,0.096,1436
contig-120_593_3,0.785,191
contig-120_593_14,0.348,417
contig-120_593_21,0.743,807
contig-120_593_26,0.532,282
contig-120_594_1,1.490,2616
contig-120_594_2,2.099,929
contig-120_594_3,2.244,930
contig-120_594_4,1.526,1376
contig-120_594_5,0.956,1098
contig-120_594_6,0.414,724
contig-120_594_8,0.530,283
contig-120_594_9,0.126,1037
contig-120_594_10,40.444,180
contig-120_594_11,1.325,1468
contig-120_594_12,2.735,596
contig-120_594_13,4.059,887
contig-120_594_15,3.670,327
contig-120_594_16,2.226,1078
contig-120_595_3,0.699,429
contig-120_596_6,0.239,1255
contig-120_596_17,0.231,650
contig-120_597_2,0.170,881
contig-120_597_3,1.012,3258
contig-120_597_4,0.669,2019
contig-120_597_5,2.599,344
contig-120_597_6,5.582,1546
contig-120_597_7,1.608,1672
contig-120_597_9,1.461,308
contig-120_597_10,0.719,834
contig-120_597_11,0.546,1098
contig-120_597_12,0.581,1033
contig-120_597_13,1.500,600
contig-120_597_14,0.437,686
contig-120_597_16,3.348,796
contig-120_598_11,0.915,164
contig-120_599_8,0.670,224
contig-120_602_1,3.263,365
contig-120_602_3,4.680,1119
contig-120_602_4,22.355,543
contig-120_602_6,5.571,1481
contig-120_602_7,1.578,1021
contig-120_602_8,3.182,660
contig-120_602_9,10.031,1505
contig-120_602_10,4.832,714
contig-120_602_11,11.064,513
contig-120_602_12,34.653,1197
contig-120_602_13,0.778,771
contig-120_602_14,6.119,855
contig-120_602_15,3.740,1041
contig-120_602_16,9.018,561
contig-120_602_17,10.749,378
contig-120_602_18,9.287,869
contig-120_602_19,12.059,1085
contig-120_602_20,5.595,482
contig-120_602_21,4.808,312
contig-120_603_13,0.977,307
contig-120_603_15,0.421,356
contig-120_603_16,1.822,494
contig-120_603_17,0.934,964
contig-120_605_1,0.971,309
contig-120_606_12,0.543,552
contig-120_607_16,1.231,468
contig-120_608_4,0.446,1339
contig-120_608_12,2.188,272
contig-120_608_13,0.824,182
contig-120_609_10,1.493,402
contig-120_609_16,0.455,985
contig-120_609_17,0.090,1539
contig-120_610_15,0.343,875
contig-120_611_12,0.480,625
contig-120_612_1,17.774,1826
contig-120_612_2,9.493,2460
contig-120_612_3,104.194,252
contig-120_612_4,32.923,1557
contig-120_612_5,31.604,1482
contig-120_612_6,6.635,3364
contig-120_612_7,0.802,187
contig-120_612_8,3.416,1054
contig-120_612_9,5.403,688
contig-120_612_10,7.373,343
contig-120_612_11,3.774,159
contig-120_612_12,5.738,1944
contig-120_612_13,11.823,1709
contig-120_613_1,11.837,871
contig-120_613_2,19.755,921
contig-120_613_3,20.631,1005
contig-120_613_4,165.498,450
contig-120_613_5,6.217,1461
contig-120_613_6,6.415,1446
contig-120_613_7,27.108,585
contig-120_613_8,11.196,316
contig-120_613_9,10.513,561
contig-120_613_10,15.826,591
contig-120_613_11,8.491,848
contig-120_613_12,11.692,920
contig-120_613_13,11.705,597
contig-120_613_14,9.748,492
contig-120_613_15,16.643,474
contig-120_613_16,34.469,650
contig-120_613_17,18.799,906
contig-120_613_18,4.088,945
contig-120_613_19,11.656,486
contig-120_613_20,9.819,138
contig-120_613_21,126.041,2631
contig-120_614_17,0.679,221
contig-120_616_2,5.213,1467
contig-120_616_3,8.362,406
contig-120_616_4,9.038,479
contig-120_616_5,3.529,848
contig-120_616_6,7.831,741
contig-120_616_7,4.154,856
contig-120_616_8,21.709,347
contig-120_616_9,10.177,1218
contig-120_616_10,22.759,465
contig-120_616_11,13.752,890
contig-120_616_12,1.494,803
contig-120_616_13,2.314,713
contig-120_616_14,3.472,1080
contig-120_616_16,5.979,626
contig-120_616_17,10.721,780
contig-120_616_18,12.155,872
contig-120_616_19,8.908,207
contig-120_616_20,5.603,639
contig-120_616_21,6.235,912
contig-120_616_22,8.925,1338
contig-120_616_23,1.639,366
contig-120_617_1,4.286,770
contig-120_617_2,2.710,431
contig-120_617_3,10.764,677
contig-120_617_4,3.325,850
contig-120_617_5,1.739,690
contig-120_617_6,8.845,651
contig-120_617_7,9.061,891
contig-120_617_8,3.359,887
contig-120_617_9,2.511,657
contig-120_617_10,1.593,659
contig-120_617_11,22.675,1050
contig-120_617_12,6.435,1368
contig-120_617_13,1.170,769
contig-120_617_14,37.107,1032
contig-120_617_15,12.005,402
contig-120_617_16,3.125,624
contig-120_617_17,18.595,1292
contig-120_617_18,5.964,2250
contig-120_617_19,7.694,1267
contig-120_617_20,2.870,408
contig-120_618_1,0.833,180
contig-120_619_5,0.698,430
contig-120_620_1,10.150,1442
contig-120_620_2,3.477,474
contig-120_620_3,0.510,882
contig-120_620_4,6.367,589
contig-120_620_5,0.981,917
contig-120_620_6,0.666,652
contig-120_620_8,0.237,1265
contig-120_620_9,2.515,594
contig-120_620_10,1.307,1711
contig-120_620_11,0.640,1374
contig-120_620_12,1.060,1273
contig-120_620_13,1.012,741
contig-120_620_14,1.638,641
contig-120_620_15,0.966,776
contig-120_620_17,0.469,639
contig-120_621_1,0.487,616
contig-120_621_5,0.718,209
contig-120_621_6,0.581,258
contig-120_621_7,0.743,762
contig-120_621_8,1.806,989
contig-120_621_9,2.908,304
contig-120_621_12,0.462,325
contig-120_621_21,1.670,358
contig-120_622_6,1.671,359
contig-120_622_7,1.017,295
contig-120_622_18,0.287,1047
contig-120_623_19,0.300,999
contig-120_624_1,18.268,1091
contig-120_624_2,9.422,464
contig-120_624_3,7.181,720
contig-120_624_4,6.427,1372
contig-120_624_5,9.160,450
contig-120_624_6,6.803,1101
contig-120_624_7,6.472,2567
contig-120_624_8,5.501,813
contig-120_624_9,5.314,733
contig-120_624_10,9.939,309
contig-120_624_11,44.101,603
contig-120_624_12,51.806,3099
contig-120_624_13,25.022,834
contig-120_624_14,22.412,799
contig-120_624_15,16.283,513
contig-120_624_16,15.373,711
contig-120_626_6,0.362,414
contig-120_626_7,0.750,400
contig-120_626_8,0.450,1001
contig-120_626_10,0.198,1515
contig-120_626_15,0.369,406
contig-120_628_1,2.412,558
contig-120_628_2,3.590,1740
contig-120_628_3,2.669,1067
contig-120_628_4,3.086,718
contig-120_628_5,7.430,782
contig-120_628_6,7.961,1277
contig-120_628_7,8.191,1179
contig-120_628_8,5.785,2202
contig-120_628_9,4.750,1194
contig-120_628_10,3.569,1120
contig-120_628_11,7.330,1388
contig-120_628_12,5.949,1572
contig-120_628_13,8.322,621
contig-120_628_14,17.314,1227
contig-120_628_15,2.273,660
contig-120_629_24,0.276,543
contig-120_630_1,7.464,418
contig-120_630_2,7.129,1465
contig-120_630_3,12.999,1113
contig-120_630_4,9.551,579
contig-120_630_5,4.942,695
contig-120_630_6,5.714,441
contig-120_630_7,5.461,879
contig-120_630_8,13.203,720
contig-120_630_9,53.943,3189
contig-120_630_10,53.015,1235
contig-120_630_11,15.023,486
contig-120_630_12,181.012,732
contig-120_630_13,7.137,1441
contig-120_630_14,8.088,831
contig-120_630_15,4.805,621
contig-120_630_16,36.102,870
contig-120_630_17,7.331,408
contig-120_630_18,9.418,668
contig-120_630_19,18.228,684
contig-120_631_1,38.601,1188
contig-120_631_2,18.935,2096
contig-120_631_3,23.134,471
contig-120_631_4,27.726,372
contig-120_631_5,27.873,3966
contig-120_631_6,19.831,3603
contig-120_631_7,56.378,384
contig-120_631_8,61.396,747
contig-120_631_9,11.020,690
contig-120_631_10,22.946,426
contig-120_631_11,10.006,951
contig-120_631_12,12.793,348
contig-120_631_13,1.903,473
contig-120_631_15,16.216,162
contig-120_632_2,0.804,373
contig-120_632_3,0.467,321
contig-120_632_6,1.144,787
contig-120_633_10,12.271,273
contig-120_633_18,0.915,492
contig-120_633_19,1.135,525
contig-120_633_20,0.236,1270
contig-120_634_1,2.789,893
contig-120_634_2,3.316,852
contig-120_634_3,1.995,1579
contig-120_634_4,4.524,882
contig-120_634_5,8.130,1675
contig-120_634_6,1.186,253
contig-120_634_7,3.341,1154
contig-120_634_8,10.107,935
contig-120_634_9,3.419,831
contig-120_634_10,3.803,777
contig-120_634_11,2.169,741
contig-120_634_12,2.886,910
contig-120_634_13,15.320,801
contig-120_634_14,11.307,1149
contig-120_634_15,6.662,669
contig-120_634_16,5.986,1147
contig-120_634_17,47.562,201
contig-120_634_19,19.673,972
contig-120_635_2,6.545,547
contig-120_635_3,6.006,462
contig-120_635_4,3.714,196
contig-120_635_5,4.709,636
contig-120_635_6,2.895,829
contig-120_635_7,3.983,713
contig-120_635_8,17.058,156
contig-120_635_9,1.617,1662
contig-120_635_11,1.419,3276
contig-120_635_12,2.859,3920
contig-120_635_13,10.530,1971
contig-120_636_1,0.728,412
contig-120_636_5,2.258,659
contig-120_636_6,1.734,346
contig-120_636_7,2.744,328
contig-120_636_9,0.453,1325
contig-120_636_11,0.223,1343
contig-120_636_12,0.464,646
contig-120_636_13,2.145,979
contig-120_636_14,2.401,1243
contig-120_636_15,4.057,1575
contig-120_637_2,0.548,547
contig-120_637_3,11.872,273
contig-120_637_14,0.527,849
contig-120_637_18,0.323,2286
contig-120_638_2,0.715,832
contig-120_638_3,2.041,1017
contig-120_638_4,5.497,382
contig-120_638_5,5.751,2708
contig-120_638_6,14.642,279
contig-120_638_7,1.839,897
contig-120_638_8,2.593,405
contig-120_638_9,0.974,308
contig-120_638_10,2.083,360
contig-120_638_11,1.067,1676
contig-120_638_12,1.325,679
contig-120_638_13,2.148,1169
contig-120_638_14,0.965,1088
contig-120_638_15,0.645,1163
contig-120_638_16,1.027,1747
contig-120_639_1,2.158,183
contig-120_639_2,11.332,759
contig-120_639_3,89.806,576
contig-120_639_4,22.812,885
contig-120_639_5,35.604,722
contig-120_639_6,14.354,1205
contig-120_639_7,16.539,1170
contig-120_639_8,11.255,1550
contig-120_639_9,5.364,1397
contig-120_639_10,3.433,1352
contig-120_639_11,31.004,930
contig-120_639_12,1.916,154
contig-120_639_13,9.838,426
contig-120_639_14,6.280,665
contig-120_639_15,3.746,912
contig-120_639_16,6.599,1035
contig-120_639_17,43.364,1302
contig-120_639_18,14.588,726
contig-120_639_19,4.927,510
contig-120_640_7,0.387,732
contig-120_640_13,1.000,131
contig-120_640_14,0.421,356
contig-120_641_16,0.591,1016
contig-120_642_13,0.528,284
contig-120_642_14,0.809,371
contig-120_643_1,4.168,429
contig-120_643_2,2.269,182
contig-120_643_3,0.662,906
