Name,Average.coverage,Reference.length
contig-120_5531_2,2.747,1359
contig-120_5531_3,5.596,933
contig-120_5531_4,4.326,752
contig-120_5531_5,4.997,386
contig-120_5532_1,2.190,1369
contig-120_5532_2,4.491,466
contig-120_5532_3,2.014,513
contig-120_5532_6,1.463,205
contig-120_5532_7,1.513,193
contig-120_5533_1,4.083,731
contig-120_5533_2,0.909,495
contig-120_5533_3,13.890,528
contig-120_5533_4,22.594,249
contig-120_5533_5,7.487,335
contig-120_5533_6,1.519,395
contig-120_5535_1,2.729,203
contig-120_5535_2,1.721,688
contig-120_5535_3,1.977,1366
contig-120_5535_4,5.560,484
contig-120_5535_5,14.948,446
contig-120_5536_1,1.298,2403
contig-120_5536_2,3.848,348
contig-120_5536_3,1.000,142
contig-120_5536_4,1.000,132
contig-120_5536_5,0.596,503
contig-120_5537_1,0.655,438
contig-120_5537_4,0.705,1268
contig-120_5538_1,3.455,1122
contig-120_5538_2,32.267,954
contig-120_5538_3,52.989,1791
contig-120_5540_1,5.475,204
contig-120_5540_2,1.627,461
contig-120_5540_3,2.596,688
contig-120_5540_4,1.221,737
contig-120_5540_5,7.072,1270
contig-120_5541_1,0.760,1181
contig-120_5541_3,3.174,1654
contig-120_5541_4,1.415,742
contig-120_5542_1,13.111,615
contig-120_5542_2,15.263,552
contig-120_5542_3,12.246,285
contig-120_5542_5,2.907,774
contig-120_5542_7,1.510,194
contig-120_5543_1,5.834,1026
contig-120_5544_1,12.005,848
contig-120_5544_2,0.279,1611
contig-120_5544_5,8.978,273
contig-120_5545_3,0.952,315
contig-120_5546_1,2.702,265
contig-120_5546_2,1.997,582
contig-120_5546_3,73.207,483
contig-120_5546_4,2.381,252
contig-120_5546_5,3.707,680
contig-120_5546_6,0.933,1126
contig-120_5547_1,1.429,840
contig-120_5547_2,2.815,741
contig-120_5547_3,0.985,132
contig-120_5547_4,0.570,1315
contig-120_5548_1,1.041,710
contig-120_5548_3,0.713,841
contig-120_5548_4,0.339,886
contig-120_5549_1,9.343,204
contig-120_5549_2,7.214,1049
contig-120_5549_3,7.057,929
contig-120_5549_4,18.822,1236
contig-120_5549_5,8.703,344
contig-120_5550_1,0.399,2253
contig-120_5550_3,0.280,536
contig-120_5551_1,8.423,1709
contig-120_5551_2,9.974,1228
contig-120_5551_3,5.536,504
contig-120_5551_4,4.069,802
contig-120_5552_1,0.554,260
contig-120_5552_2,29.049,567
contig-120_5552_3,2.459,3401
contig-120_5553_1,1.000,138
contig-120_5553_2,1.627,644
contig-120_5553_3,5.071,322
contig-120_5553_4,1.402,214
contig-120_5553_5,5.384,829
contig-120_5553_7,3.354,666
contig-120_5553_8,3.727,483
contig-120_5553_9,4.276,279
contig-120_5554_1,1.734,248
contig-120_5554_2,0.598,994
contig-120_5554_3,1.851,484
contig-120_5554_4,0.642,701
contig-120_5554_5,0.673,223
contig-120_5555_6,4.225,275
contig-120_5555_7,0.734,613
contig-120_5556_1,0.484,1859
contig-120_5556_2,1.420,1479
contig-120_5556_3,1.368,658
contig-120_5557_2,7.740,246
contig-120_5557_3,0.220,2049
contig-120_5557_4,1.923,156
contig-120_5558_1,0.404,1486
contig-120_5559_2,1.141,526
contig-120_5559_3,1.701,882
contig-120_5559_4,2.000,1198
contig-120_5561_2,0.330,910
contig-120_5562_3,0.688,436
contig-120_5562_4,2.625,958
contig-120_5562_5,2.789,213
contig-120_5562_6,33.043,414
contig-120_5562_7,10.873,440
contig-120_5563_1,3.824,654
contig-120_5563_2,1.997,1352
contig-120_5563_3,6.029,1891
contig-120_5564_2,2.752,218
contig-120_5564_3,7.238,2319
contig-120_5564_4,18.666,404
contig-120_5564_5,18.121,264
contig-120_5565_2,2.398,688
contig-120_5565_3,11.206,394
contig-120_5565_4,2.948,407
contig-120_5565_5,1.933,2008
contig-120_5566_2,0.723,828
contig-120_5567_1,0.380,789
contig-120_5567_3,0.479,626
contig-120_5567_5,1.277,235
contig-120_5568_1,15.944,1635
contig-120_5568_2,17.093,515
contig-120_5568_3,17.882,363
contig-120_5568_4,6.498,829
contig-120_5568_5,17.415,566
contig-120_5569_1,4.716,792
contig-120_5569_2,8.524,1072
contig-120_5569_3,10.597,846
contig-120_5569_4,4.863,489
contig-120_5569_5,10.867,737
contig-120_5570_6,5.275,273
contig-120_5571_1,0.315,1907
contig-120_5572_1,128.496,1227
contig-120_5572_2,3.636,162
contig-120_5572_3,4.872,794
contig-120_5572_4,5.208,399
contig-120_5572_5,0.409,734
contig-120_5573_3,4.679,1279
contig-120_5573_5,0.550,1091
contig-120_5574_3,0.584,514
contig-120_5574_4,1.029,875
contig-120_5575_4,4.742,2214
contig-120_5576_1,5.424,1904
contig-120_5576_2,11.232,1186
contig-120_5576_3,2.035,282
contig-120_5577_1,1.754,513
contig-120_5577_2,1.245,465
contig-120_5577_3,1.684,980
contig-120_5577_4,1.930,772
contig-120_5577_5,1.840,489
contig-120_5577_6,0.765,196
contig-120_5578_2,3.417,1095
contig-120_5578_3,20.461,1920
contig-120_5578_4,3.901,345
contig-120_5578_5,47.144,485
contig-120_5579_4,2.595,578
contig-120_5580_2,23.560,273
contig-120_5580_3,5.630,710
contig-120_5580_4,3.379,1328
contig-120_5580_5,0.632,949
contig-120_5581_6,0.955,157
contig-120_5582_4,1.302,922
contig-120_5583_1,1.404,748
contig-120_5583_2,0.658,456
contig-120_5583_3,1.446,830
contig-120_5584_1,4.592,490
contig-120_5584_2,1.000,138
contig-120_5584_4,0.355,1692
contig-120_5584_5,5.463,240
contig-120_5584_6,11.372,433
contig-120_5584_7,9.976,419
contig-120_5585_1,3.000,350
contig-120_5585_2,1.775,676
contig-120_5585_3,0.598,502
contig-120_5585_5,4.576,1695
contig-120_5585_6,7.226,243
contig-120_5586_4,0.357,420
contig-120_5587_1,6.503,1194
contig-120_5587_2,6.436,1210
contig-120_5587_3,4.248,2076
contig-120_5588_1,3.726,1284
contig-120_5588_2,0.610,1475
contig-120_5588_3,2.712,885
contig-120_5589_1,1.243,845
contig-120_5589_2,1.793,502
contig-120_5589_3,14.207,2444
contig-120_5589_4,26.449,343
contig-120_5590_6,5.245,286
contig-120_5590_7,2.034,590
contig-120_5591_1,1.807,166
contig-120_5591_2,0.972,745
contig-120_5591_4,0.777,193
contig-120_5591_5,1.554,1053
contig-120_5592_4,0.288,1041
contig-120_5594_1,0.947,475
contig-120_5594_2,2.183,1168
contig-120_5594_5,0.974,770
contig-120_5597_1,1.718,1484
contig-120_5598_1,2.963,1406
contig-120_5598_2,8.026,2159
contig-120_5599_1,4.719,1236
contig-120_5599_2,6.634,1316
contig-120_5599_3,1.302,802
contig-120_5599_4,2.998,598
contig-120_5600_1,46.628,366
contig-120_5600_2,34.031,4128
contig-120_5601_1,0.668,449
contig-120_5601_2,0.808,2229
contig-120_5601_3,0.452,332
contig-120_5602_1,0.776,580
contig-120_5602_2,9.858,776
contig-120_5602_6,21.851,201
contig-120_5603_2,1.023,870
contig-120_5603_4,1.020,294
contig-120_5604_1,3.028,1176
contig-120_5604_2,2.739,1686
contig-120_5604_3,79.804,480
contig-120_5604_4,36.783,309
contig-120_5605_1,1.597,1221
contig-120_5605_2,5.295,783
contig-120_5605_3,2.773,696
contig-120_5605_4,65.793,1551
contig-120_5606_1,1.429,210
contig-120_5606_2,0.255,1176
contig-120_5606_3,1.941,1468
contig-120_5607_1,4.535,557
contig-120_5607_2,3.827,375
contig-120_5607_3,14.662,290
contig-120_5607_4,2.891,2853
contig-120_5609_1,0.222,1352
contig-120_5610_1,40.725,1119
contig-120_5610_2,2.037,589
contig-120_5610_3,10.608,1115
contig-120_5610_4,4.001,891
contig-120_5611_2,1.553,1739
contig-120_5611_3,0.279,1615
contig-120_5612_1,0.519,2310
contig-120_5612_3,1.408,213
contig-120_5612_4,1.333,225
contig-120_5612_5,0.733,818
contig-120_5613_1,0.442,679
contig-120_5613_2,0.673,446
contig-120_5614_1,6.654,1465
contig-120_5614_2,0.625,240
contig-120_5614_3,0.812,1662
contig-120_5616_1,6.137,584
contig-120_5616_2,4.025,1035
contig-120_5616_3,4.807,1025
contig-120_5616_4,10.620,805
contig-120_5616_5,8.577,416
contig-120_5616_6,12.221,366
contig-120_5616_7,5.349,215
contig-120_5617_1,14.597,605
contig-120_5617_2,11.786,1822
contig-120_5617_3,1.618,555
contig-120_5617_4,2.709,437
contig-120_5617_5,0.648,463
contig-120_5618_1,1.523,591
contig-120_5618_2,0.647,232
contig-120_5618_3,0.787,366
contig-120_5618_4,1.897,1265
contig-120_5618_6,0.652,230
contig-120_5618_7,0.875,329
contig-120_5618_8,2.011,435
contig-120_5619_3,0.551,1632
contig-120_5620_1,1.972,528
contig-120_5620_2,1.548,1647
contig-120_5620_3,2.543,1887
contig-120_5621_1,312.458,441
contig-120_5621_2,457.947,414
contig-120_5621_3,621.139,933
contig-120_5621_4,60.203,231
contig-120_5621_5,224.796,702
contig-120_5621_6,310.876,912
contig-120_5621_7,105.557,237
contig-120_5623_1,6.709,1086
contig-120_5623_2,5.297,622
contig-120_5623_3,6.189,624
contig-120_5623_4,1.709,877
contig-120_5623_5,2.622,336
contig-120_5624_1,4.403,477
contig-120_5624_2,1.432,1466
contig-120_5624_3,2.122,1405
contig-120_5625_1,2.389,628
contig-120_5625_2,2.340,241
contig-120_5625_3,1.757,683
contig-120_5625_4,1.446,204
contig-120_5625_5,0.899,493
contig-120_5626_1,1.183,843
contig-120_5626_3,0.381,1573
contig-120_5626_4,0.685,219
contig-120_5627_2,0.840,357
contig-120_5628_1,7.528,606
contig-120_5628_2,12.183,660
contig-120_5628_3,9.911,2192
contig-120_5628_4,8.923,783
contig-120_5629_1,32.601,1623
contig-120_5629_2,27.557,219
contig-120_5629_3,125.545,708
contig-120_5629_4,2.173,1173
contig-120_5630_1,3.603,156
contig-120_5630_2,8.404,1335
contig-120_5630_3,4.796,1908
contig-120_5630_4,2.436,862
contig-120_5631_2,0.369,1624
contig-120_5631_3,1.107,271
contig-120_5632_2,0.581,258
contig-120_5632_3,0.166,901
contig-120_5632_4,1.872,641
contig-120_5632_5,2.958,1366
contig-120_5633_1,0.744,806
contig-120_5633_2,2.482,544
contig-120_5633_3,1.987,1634
contig-120_5633_4,3.142,901
contig-120_5634_1,4.778,153
contig-120_5634_2,3.989,261
contig-120_5634_3,8.438,1600
contig-120_5634_4,5.318,2084
contig-120_5635_1,5.469,516
contig-120_5635_2,0.341,440
contig-120_5636_1,4.484,1193
contig-120_5636_2,0.901,666
contig-120_5636_3,2.830,583
contig-120_5636_4,1.320,682
contig-120_5637_1,7.803,345
contig-120_5637_2,1.433,2722
contig-120_5637_3,2.143,840
contig-120_5638_4,2.597,449
contig-120_5638_5,2.377,499
contig-120_5638_6,5.855,739
contig-120_5638_7,6.426,887
contig-120_5639_1,4.682,286
contig-120_5639_2,2.100,1000
contig-120_5639_3,1.776,760
contig-120_5639_5,0.973,1233
contig-120_5640_1,9.251,1070
contig-120_5640_2,4.158,645
contig-120_5640_3,1.766,1017
contig-120_5640_4,4.242,1693
contig-120_5641_1,0.993,141
contig-120_5641_2,6.311,2207
contig-120_5641_3,4.819,1082
contig-120_5641_4,6.431,575
contig-120_5641_5,3.880,258
contig-120_5641_6,0.978,138
contig-120_5642_1,4.934,152
contig-120_5642_3,0.460,979
contig-120_5643_1,5.323,840
contig-120_5643_2,1.863,322
contig-120_5643_3,2.504,1318
contig-120_5643_4,1.641,640
contig-120_5643_5,1.149,653
contig-120_5644_1,2.412,311
contig-120_5644_2,56.865,1326
contig-120_5644_3,15.761,1920
contig-120_5646_2,0.926,162
contig-120_5646_3,1.099,273
contig-120_5646_4,0.758,198
contig-120_5647_1,0.767,391
contig-120_5647_2,6.705,821
contig-120_5647_3,1.239,710
contig-120_5647_4,2.469,243
contig-120_5647_5,0.448,670
contig-120_5648_2,1.285,467
contig-120_5648_3,1.240,242
contig-120_5649_1,0.405,1481
contig-120_5649_2,2.209,679
contig-120_5649_3,1.316,570
contig-120_5649_4,0.377,796
contig-120_5650_1,2.826,743
contig-120_5650_2,0.280,2141
contig-120_5650_3,0.513,585
contig-120_5651_2,11.858,1113
contig-120_5651_3,2.687,670
contig-120_5651_4,5.157,740
contig-120_5651_5,9.780,460
contig-120_5651_6,22.647,507
contig-120_5652_2,0.732,410
contig-120_5652_3,0.798,188
contig-120_5653_1,2.541,410
contig-120_5653_3,12.697,330
contig-120_5653_4,12.375,469
contig-120_5653_5,3.650,897
contig-120_5653_6,0.688,436
contig-120_5653_7,1.880,399
contig-120_5654_1,1.822,741
contig-120_5654_2,3.153,660
contig-120_5654_3,3.004,447
contig-120_5654_4,1.068,843
contig-120_5654_5,0.547,822
contig-120_5655_1,1.505,1993
contig-120_5655_2,0.696,1078
contig-120_5655_3,1.714,175
contig-120_5656_2,0.533,563
contig-120_5657_5,0.777,386
contig-120_5657_6,1.178,891
contig-120_5658_2,0.369,406
contig-120_5658_3,1.240,484
contig-120_5658_4,0.993,299
contig-120_5658_5,2.781,1014
contig-120_5658_6,1.108,936
contig-120_5659_1,2.596,809
contig-120_5659_2,2.217,1146
contig-120_5659_3,2.854,1155
contig-120_5659_4,2.811,530
contig-120_5660_1,0.304,494
contig-120_5660_2,8.208,1329
contig-120_5660_3,8.163,2332
contig-120_5661_1,3.625,662
contig-120_5661_2,6.669,396
contig-120_5661_3,16.994,471
contig-120_5661_4,13.078,800
contig-120_5661_5,0.434,1287
contig-120_5662_2,7.660,879
contig-120_5662_3,45.626,1255
contig-120_5662_4,8.716,549
contig-120_5662_5,1.357,221
contig-120_5662_6,72.763,765
contig-120_5664_1,1.326,561
contig-120_5664_3,0.667,201
contig-120_5664_4,1.765,340
contig-120_5664_5,1.764,2280
contig-120_5665_3,6.117,1030
contig-120_5666_3,2.918,513
contig-120_5666_4,4.507,1923
contig-120_5666_5,8.867,1047
contig-120_5667_1,2.768,813
contig-120_5667_2,1.590,2924
contig-120_5668_2,0.952,1097
contig-120_5668_3,2.682,669
contig-120_5668_4,2.234,873
contig-120_5668_5,1.087,552
contig-120_5668_6,0.586,256
contig-120_5669_2,0.265,1134
contig-120_5669_4,1.058,1133
contig-120_5669_5,1.125,400
contig-120_5670_1,0.275,2153
contig-120_5670_2,1.174,894
contig-120_5670_3,1.176,255
contig-120_5670_4,2.456,237
contig-120_5671_1,0.898,975
contig-120_5671_2,1.464,914
contig-120_5671_3,0.918,1307
contig-120_5672_1,2.370,246
contig-120_5672_2,4.101,695
contig-120_5672_4,1.597,1972
contig-120_5673_2,0.100,1496
contig-120_5674_1,2.022,445
contig-120_5674_2,4.901,1006
contig-120_5674_3,1.153,242
contig-120_5674_4,2.098,564
contig-120_5674_5,2.169,960
contig-120_5675_1,0.625,1626
contig-120_5676_1,1.735,505
contig-120_5676_3,0.208,720
contig-120_5676_4,0.850,864
contig-120_5676_5,1.043,843
contig-120_5677_1,6.978,407
contig-120_5677_2,7.862,1403
contig-120_5677_3,15.008,2307
contig-120_5678_1,1.085,260
contig-120_5678_2,1.076,1813
contig-120_5678_3,2.764,1731
contig-120_5678_4,1.948,539
contig-120_5679_1,4.276,662
contig-120_5679_2,1.240,242
contig-120_5679_3,6.295,353
contig-120_5679_4,10.163,307
contig-120_5679_5,3.125,336
contig-120_5679_6,2.273,264
contig-120_5679_7,15.973,364
contig-120_5680_1,0.370,810
contig-120_5681_2,1.813,2978
contig-120_5682_3,2.990,288
contig-120_5682_4,3.030,198
contig-120_5682_5,1.722,508
contig-120_5682_6,2.503,959
contig-120_5682_7,9.253,288
contig-120_5682_8,8.201,309
contig-120_5683_2,0.422,1066
contig-120_5683_3,1.142,1966
contig-120_5684_2,1.200,250
contig-120_5684_3,1.371,326
contig-120_5684_4,2.176,896
contig-120_5684_5,3.093,386
contig-120_5685_2,0.414,309
contig-120_5685_3,0.948,949
contig-120_5685_7,1.909,550
contig-120_5686_1,1.000,133
contig-120_5686_2,0.894,2013
contig-120_5686_3,1.859,630
contig-120_5686_4,3.915,613
contig-120_5686_6,2.459,423
contig-120_5688_1,5.364,327
contig-120_5688_2,32.329,501
contig-120_5688_3,6.947,600
contig-120_5688_4,0.728,412
contig-120_5688_5,0.478,628
contig-120_5689_1,4.979,1113
contig-120_5689_2,0.442,339
contig-120_5689_4,3.964,225
contig-120_5689_5,0.867,173
contig-120_5690_1,542.837,435
contig-120_5690_2,530.730,270
contig-120_5690_3,57.985,879
contig-120_5690_4,31.420,474
contig-120_5690_5,11.994,311
contig-120_5690_6,8.809,596
contig-120_5690_7,10.880,973
contig-120_5691_1,0.832,1262
contig-120_5691_2,0.554,813
contig-120_5691_3,0.926,1127
contig-120_5691_4,0.560,268
contig-120_5692_2,1.285,467
contig-120_5692_3,6.501,1476
contig-120_5692_4,7.044,339
contig-120_5692_5,4.167,540
contig-120_5692_6,4.575,315
contig-120_5692_7,6.881,411
contig-120_5693_3,0.758,792
contig-120_5693_4,0.394,714
contig-120_5694_1,13.940,816
contig-120_5694_2,11.503,739
contig-120_5694_3,0.840,888
contig-120_5694_4,0.157,879
contig-120_5694_5,2.430,605
contig-120_5696_2,1.320,1242
contig-120_5696_3,5.132,1067
contig-120_5696_4,2.716,215
contig-120_5696_5,7.403,705
contig-120_5697_2,3.438,349
contig-120_5697_4,1.683,802
contig-120_5697_6,3.423,522
contig-120_5698_2,2.218,541
contig-120_5698_5,2.582,581
contig-120_5699_1,3.233,1577
contig-120_5699_4,0.622,965
contig-120_5700_1,2.062,582
contig-120_5700_2,1.028,570
contig-120_5700_3,2.410,498
contig-120_5700_5,1.562,480
contig-120_5701_1,1.014,1923
contig-120_5701_2,0.867,173
contig-120_5701_3,5.447,1074
contig-120_5702_1,10.106,340
contig-120_5702_2,3.753,223
contig-120_5702_3,1.062,840
contig-120_5702_4,16.316,512
contig-120_5702_5,49.119,243
contig-120_5702_6,1.737,1635
contig-120_5703_1,5.443,792
contig-120_5703_2,5.031,1275
contig-120_5703_3,1.147,1046
contig-120_5704_1,0.322,4198
contig-120_5705_1,1.022,587
contig-120_5706_1,3.947,936
contig-120_5706_2,2.561,818
contig-120_5706_3,5.640,1218
contig-120_5706_4,9.837,963
contig-120_5707_1,16.156,1389
contig-120_5707_2,3.971,487
contig-120_5707_3,1.875,798
contig-120_5707_4,3.034,791
contig-120_5707_5,2.942,711
contig-120_5708_2,1.128,266
contig-120_5710_1,1.000,135
contig-120_5710_3,0.404,743
contig-120_5711_1,3.216,653
contig-120_5711_3,2.201,1362
contig-120_5711_4,3.014,645
contig-120_5712_2,0.997,301
contig-120_5712_4,0.667,450
contig-120_5712_5,0.926,324
contig-120_5713_1,70.938,795
contig-120_5713_2,69.675,357
contig-120_5713_3,7.586,237
contig-120_5713_4,1.000,135
contig-120_5713_5,0.570,1580
contig-120_5713_6,115.894,189
contig-120_5713_7,11.345,342
contig-120_5714_1,0.576,2074
contig-120_5714_2,0.644,466
contig-120_5714_3,1.122,1337
contig-120_5715_3,0.544,551
contig-120_5715_6,1.268,473
contig-120_5716_1,1.192,755
contig-120_5716_2,2.050,363
contig-120_5716_3,4.746,409
contig-120_5716_4,13.330,321
contig-120_5716_5,9.824,273
contig-120_5716_6,2.105,209
contig-120_5716_7,0.586,512
contig-120_5717_1,0.649,462
contig-120_5717_2,1.726,496
contig-120_5717_3,0.460,326
contig-120_5717_5,5.070,1087
contig-120_5717_6,2.752,436
contig-120_5718_2,0.780,1152
contig-120_5718_3,0.452,1322
contig-120_5718_4,2.679,1344
contig-120_5719_1,1.648,182
contig-120_5719_2,2.217,812
contig-120_5719_3,2.291,972
contig-120_5719_4,33.009,1890
contig-120_5720_1,0.763,1180
contig-120_5720_2,1.719,1394
contig-120_5720_3,1.531,1372
contig-120_5721_1,1.820,1236
contig-120_5721_2,1.967,1449
contig-120_5721_3,1.619,1112
contig-120_5722_1,2.894,255
contig-120_5722_3,0.594,1008
contig-120_5722_4,0.258,1161
contig-120_5722_5,0.518,550
contig-120_5723_2,2.789,1291
contig-120_5723_3,2.871,209
contig-120_5723_4,4.200,1282
contig-120_5723_5,3.165,568
contig-120_5724_3,0.204,736
contig-120_5725_1,7.390,629
contig-120_5725_2,5.152,1209
contig-120_5725_3,0.412,1092
contig-120_5725_4,2.852,623
contig-120_5726_1,9.484,913
contig-120_5726_2,2.676,447
contig-120_5726_3,2.628,2045
contig-120_5726_4,0.429,693
contig-120_5727_1,0.942,155
contig-120_5727_2,1.000,150
contig-120_5727_3,1.139,527
contig-120_5727_4,4.072,291
contig-120_5727_5,1.907,225
contig-120_5727_6,2.400,1250
contig-120_5727_7,1.627,461
contig-120_5728_2,3.705,726
contig-120_5728_3,0.384,1563
contig-120_5728_4,1.952,228
contig-120_5729_1,1.802,666
contig-120_5729_2,1.250,480
contig-120_5730_3,0.756,794
contig-120_5731_2,0.757,1783
contig-120_5731_3,1.066,1825
contig-120_5732_1,0.089,1683
contig-120_5732_2,4.899,398
contig-120_5732_3,8.973,1971
contig-120_5733_1,1.356,885
contig-120_5733_2,3.082,920
contig-120_5733_5,4.322,937
contig-120_5733_6,1.345,223
contig-120_5734_1,0.476,630
contig-120_5735_2,30.065,1079
contig-120_5735_3,2.566,1339
contig-120_5735_4,8.175,1002
contig-120_5736_2,3.573,330
contig-120_5736_3,0.345,1737
contig-120_5737_1,5.993,272
contig-120_5737_2,5.392,908
contig-120_5737_3,2.045,440
contig-120_5737_4,1.156,1941
contig-120_5737_5,1.397,320
contig-120_5739_2,1.679,1787
contig-120_5739_3,3.259,2156
contig-120_5740_1,5.818,2574
contig-120_5740_2,1.558,658
contig-120_5740_3,2.212,673
contig-120_5741_1,10.619,729
contig-120_5741_2,7.255,1571
contig-120_5741_3,8.194,439
contig-120_5741_4,11.024,1292
contig-120_5741_5,6.517,267
contig-120_5742_2,0.313,2340
contig-120_5744_3,1.061,1272
contig-120_5744_4,4.433,2537
contig-120_5745_1,2.751,591
contig-120_5745_2,1.569,478
contig-120_5745_3,0.405,370
contig-120_5745_4,3.421,387
contig-120_5745_5,2.778,216
contig-120_5745_7,27.542,144
contig-120_5746_1,3.794,630
contig-120_5746_2,1.756,755
contig-120_5746_3,5.846,228
contig-120_5746_4,8.479,1272
contig-120_5746_5,2.131,551
contig-120_5746_6,2.932,459
contig-120_5747_1,13.298,1082
contig-120_5747_2,1.513,783
contig-120_5747_3,7.858,1254
contig-120_5747_4,2.031,587
contig-120_5748_1,2.381,378
contig-120_5748_3,0.760,1369
contig-120_5748_4,0.266,1065
contig-120_5749_1,0.947,475
contig-120_5749_2,1.298,1030
contig-120_5749_3,2.087,286
contig-120_5749_4,1.223,736
contig-120_5749_5,1.573,572
contig-120_5750_2,0.950,282
contig-120_5750_4,0.730,411
contig-120_5750_5,0.631,1189
contig-120_5751_1,6.299,643
contig-120_5751_2,0.884,2207
contig-120_5751_3,5.948,347
contig-120_5751_4,15.132,690
contig-120_5751_5,212.660,291
contig-120_5752_1,0.543,1658
contig-120_5752_2,4.197,811
contig-120_5752_3,2.380,1194
contig-120_5753_1,0.820,183
contig-120_5753_3,1.021,2203
contig-120_5753_5,3.321,358
contig-120_5754_1,6.856,848
contig-120_5754_2,25.702,2693
contig-120_5754_3,8.566,366
contig-120_5754_4,9.582,165
contig-120_5755_2,3.942,685
contig-120_5755_3,0.323,1330
contig-120_5755_4,1.271,472
contig-120_5755_5,4.167,900
contig-120_5756_1,6.586,408
contig-120_5756_2,0.726,813
contig-120_5756_3,16.964,2436
contig-120_5757_1,6.213,1688
contig-120_5757_2,2.067,653
contig-120_5757_3,0.917,818
contig-120_5757_4,1.511,397
contig-120_5758_2,3.843,927
contig-120_5758_3,5.325,808
contig-120_5758_4,2.233,1323
contig-120_5758_5,3.485,904
contig-120_5759_1,4.426,610
contig-120_5759_2,5.407,1412
contig-120_5759_3,9.916,1191
contig-120_5759_4,19.788,486
contig-120_5760_1,1.288,233
contig-120_5760_2,3.248,642
contig-120_5760_5,7.129,1428
contig-120_5761_1,2.727,1815
contig-120_5761_2,1.539,1725
contig-120_5762_4,0.993,138
contig-120_5764_1,36.365,1239
contig-120_5764_2,52.819,1233
contig-120_5764_3,54.576,615
contig-120_5764_4,30.533,540
contig-120_5765_1,1.472,290
contig-120_5765_2,13.077,555
contig-120_5765_3,6.930,670
contig-120_5765_4,9.103,807
contig-120_5765_5,7.393,1047
contig-120_5765_6,5.550,584
contig-120_5768_1,13.056,1224
contig-120_5768_2,12.407,2847
contig-120_5768_3,2.967,151
contig-120_5769_6,0.754,398
contig-120_5770_2,0.244,1228
contig-120_5771_1,1.512,484
contig-120_5771_2,1.863,1035
contig-120_5771_3,3.099,1307
contig-120_5772_1,0.369,1614
contig-120_5772_2,0.487,1225
contig-120_5772_3,0.575,261
contig-120_5773_1,26.393,1372
contig-120_5773_2,59.291,498
contig-120_5773_3,3.773,555
contig-120_5773_4,3.797,591
contig-120_5773_5,4.709,247
contig-120_5774_2,1.663,621
contig-120_5775_1,4.220,1173
contig-120_5775_2,21.245,1296
contig-120_5775_3,6.479,1635
contig-120_5776_4,0.713,1262
contig-120_5776_6,1.811,497
contig-120_5777_1,0.655,687
contig-120_5777_2,2.514,358
contig-120_5777_3,3.491,641
contig-120_5777_4,0.759,395
contig-120_5778_1,2.710,2428
contig-120_5778_2,0.725,207
contig-120_5778_3,0.261,1149
contig-120_5779_1,1.670,1161
contig-120_5779_2,0.659,2036
contig-120_5780_2,10.196,2628
contig-120_5780_3,0.943,318
contig-120_5780_4,0.542,1107
contig-120_5781_1,0.935,321
contig-120_5781_2,0.980,459
contig-120_5781_3,0.928,485
contig-120_5781_4,1.685,356
contig-120_5781_5,10.113,901
contig-120_5782_1,9.127,861
contig-120_5782_2,18.161,852
contig-120_5782_3,13.029,384
contig-120_5782_4,26.440,309
contig-120_5782_5,7.795,1143
contig-120_5782_6,23.930,469
contig-120_5783_2,1.525,590
contig-120_5783_3,0.113,2656
contig-120_5783_5,2.076,289
contig-120_5784_1,1.302,675
contig-120_5784_2,3.261,460
contig-120_5784_6,1.007,298
contig-120_5784_7,0.455,330
contig-120_5785_1,1.979,146
contig-120_5785_2,1.632,438
contig-120_5785_3,0.938,160
contig-120_5785_4,10.731,908
contig-120_5785_5,1.180,890
contig-120_5786_2,9.420,852
contig-120_5786_3,30.919,905
contig-120_5786_4,4.856,556
contig-120_5786_5,1.582,852
contig-120_5787_1,0.872,344
contig-120_5787_2,10.285,1121
contig-120_5787_3,1.695,354
contig-120_5787_4,0.391,1151
contig-120_5788_1,1.204,480
contig-120_5788_4,0.528,1706
contig-120_5789_4,0.870,345
contig-120_5789_5,1.333,225
contig-120_5790_1,0.485,618
contig-120_5791_1,0.578,519
contig-120_5791_2,0.609,493
contig-120_5792_1,0.690,423
contig-120_5792_2,0.573,786
contig-120_5792_3,3.374,219
contig-120_5792_4,8.105,1052
contig-120_5792_5,7.076,1057
contig-120_5793_1,1.296,226
contig-120_5793_2,4.003,594
contig-120_5793_3,2.429,2959
contig-120_5796_1,1.418,846
contig-120_5796_2,7.341,756
contig-120_5796_3,6.186,456
contig-120_5796_4,22.357,420
contig-120_5796_5,15.861,547
contig-120_5799_1,6.619,562
contig-120_5799_2,6.140,513
contig-120_5799_3,4.188,1788
contig-120_5799_4,14.053,1035
contig-120_5800_1,0.691,1730
contig-120_5800_2,3.018,683
contig-120_5800_3,3.963,1437
contig-120_5800_4,8.527,573
contig-120_5802_1,0.915,656
contig-120_5803_1,27.134,1473
contig-120_5803_2,22.220,477
contig-120_5803_3,5.278,450
contig-120_5803_4,25.244,311
contig-120_5803_5,2.551,588
contig-120_5803_6,18.798,796
contig-120_5804_1,2.798,900
contig-120_5804_2,10.946,299
contig-120_5804_3,10.763,1494
contig-120_5804_4,18.241,1476
contig-120_5805_1,1.899,790
contig-120_5805_2,1.685,267
contig-120_5805_3,7.805,1015
